comment_text,argument_text,label
"I'm for it because (1) gays are being denied equal rights which is what Americans boast about (2) if gays are allowed to marry, then it's not really going to affect straight people (3) church and state are seperate so religion shouldn't really affect LEGAL rights of people should they (I mean women would still be oppressed and blacks would still be slaves if that was the case) and churches can decide to not marry gay couples if they want (4) children are not being screwed over for having two same sex parents, in fact they are being taught tolerance and the value of being different and (5) gay people are human too. they have hearts, penises, vaginas, brains, and all the same body parts as everyone else. Isn't being different and unique valued in American society? :)",Gay couples can declare their union without resort to marriage,0
"I'm for it because (1) gays are being denied equal rights which is what Americans boast about (2) if gays are allowed to marry, then it's not really going to affect straight people (3) church and state are seperate so religion shouldn't really affect LEGAL rights of people should they (I mean women would still be oppressed and blacks would still be slaves if that was the case) and churches can decide to not marry gay couples if they want (4) children are not being screwed over for having two same sex parents, in fact they are being taught tolerance and the value of being different and (5) gay people are human too. they have hearts, penises, vaginas, brains, and all the same body parts as everyone else. Isn't being different and unique valued in American society? :)","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",0
"I'm for it because (1) gays are being denied equal rights which is what Americans boast about (2) if gays are allowed to marry, then it's not really going to affect straight people (3) church and state are seperate so religion shouldn't really affect LEGAL rights of people should they (I mean women would still be oppressed and blacks would still be slaves if that was the case) and churches can decide to not marry gay couples if they want (4) children are not being screwed over for having two same sex parents, in fact they are being taught tolerance and the value of being different and (5) gay people are human too. they have hearts, penises, vaginas, brains, and all the same body parts as everyone else. Isn't being different and unique valued in American society?:)",Major world religions are against gay marriages,0
"I'm for it because (1) gays are being denied equal rights which is what Americans boast about (2) if gays are allowed to marry, then it's not really going to affect straight people (3) church and state are seperate so religion shouldn't really affect LEGAL rights of people should they (I mean women would still be oppressed and blacks would still be slaves if that was the case) and churches can decide to not marry gay couples if they want (4) children are not being screwed over for having two same sex parents, in fact they are being taught tolerance and the value of being different and (5) gay people are human too. they have hearts, penises, vaginas, brains, and all the same body parts as everyone else. Isn't being different and unique valued in American society? :)",Marriage should be between a man and a woman,0
"I'm pro because it will finally end an age old dispute but not change the reality that every Human is born out of Heterosexuality. Stopping the misuse of the current Constitution of the United States of America by claiming the 5th Amendment has anything to do with this argument or that Government should overstep its responsibility to the People, by the People and for the People. The marriage agreement is between two people but should never be used for the benefit of partners to misuse the current rules and laws relating to Taxation, Health benefits or the restructuring of will laws or any related item set forth by State or Federal Government. The false claims that Heterosexuals are fighting to block same sex marriage is ridiculous. It is not marriage that is the issue it is the blatant misuse of our freedoms. Marriage is and should always be recognized by Humans as a  religious ceremony without Government interpretation.",It is discriminatory to refuse gay couples the right to marry,0
"I'm pro because it will finally end an age old dispute but not change the reality that every Human is born out of Heterosexuality. Stopping the misuse of the current Constitution of the United States of America by claiming the 5th Amendment has anything to do with this argument or that Government should overstep its responsibility to the People, by the People and for the People. The marriage agreement is between two people but should never be used for the benefit of partners to misuse the current rules and laws relating to Taxation, Health benefits or the restructuring of will laws or any related item set forth by State or Federal Government. The false claims that Heterosexuals are fighting to block same sex marriage is ridiculous. It is not marriage that is the issue it is the blatant misuse of our freedoms. Marriage is and should always be recognized by Humans as a  religious ceremony without Government interpretation.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,0
"I'm pro because it will finally end an age old dispute but not change the reality that every Human is born out of Heterosexuality. Stopping the misuse of the current Constitution of the United States of America by claiming the 5th Amendment has anything to do with this argument or that Government should overstep its responsibility to the People, by the People and for the People. The marriage agreement is between two people but should never be used for the benefit of partners to misuse the current rules and laws relating to Taxation, Health benefits or the restructuring of will laws or any related item set forth by State or Federal Government. The false claims that Heterosexuals are fighting to block same sex marriage is ridiculous. It is not marriage that is the issue it is the blatant misuse of our freedoms. Marriage is and should always be recognized by Humans as a  religious ceremony without Government interpretation.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology",0
"I'm pro because it will finally end an age old dispute but not change the reality that every Human is born out of Heterosexuality. Stopping the misuse of the current Constitution of the United States of America by claiming the 5th Amendment has anything to do with this argument or that Government should overstep its responsibility to the People, by the People and for the People. The marriage agreement is between two people but should never be used for the benefit of partners to misuse the current rules and laws relating to Taxation, Health benefits or the restructuring of will laws or any related item set forth by State or Federal Government. The false claims that Heterosexuals are fighting to block same sex marriage is ridiculous. It is not marriage that is the issue it is the blatant misuse of our freedoms. Marriage is and should always be recognized by Humans as a  religious ceremony without Government interpretation.",Gay couples can declare their union without resort to marriage,1
"I'm pro because it will finally end an age old dispute but not change the reality that every Human is born out of Heterosexuality. Stopping the misuse of the current Constitution of the United States of America by claiming the 5th Amendment has anything to do with this argument or that Government should overstep its responsibility to the People, by the People and for the People. The marriage agreement is between two people but should never be used for the benefit of partners to misuse the current rules and laws relating to Taxation, Health benefits or the restructuring of will laws or any related item set forth by State or Federal Government. The false claims that Heterosexuals are fighting to block same sex marriage is ridiculous. It is not marriage that is the issue it is the blatant misuse of our freedoms. Marriage is and should always be recognized by Humans as a  religious ceremony without Government interpretation.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",0
"I'm pro because it will finally end an age old dispute but not change the reality that every Human is born out of Heterosexuality. Stopping the misuse of the current Constitution of the United States of America by claiming the 5th Amendment has anything to do with this argument or that Government should overstep its responsibility to the People, by the People and for the People. The marriage agreement is between two people but should never be used for the benefit of partners to misuse the current rules and laws relating to Taxation, Health benefits or the restructuring of will laws or any related item set forth by State or Federal Government. The false claims that Heterosexuals are fighting to block same sex marriage is ridiculous. It is not marriage that is the issue it is the blatant misuse of our freedoms. Marriage is and should always be recognized by Humans as a  religious ceremony without Government interpretation.",Major world religions are against gay marriages,0
"I'm pro because it will finally end an age old dispute but not change the reality that every Human is born out of Heterosexuality. Stopping the misuse of the current Constitution of the United States of America by claiming the 5th Amendment has anything to do with this argument or that Government should overstep its responsibility to the People, by the People and for the People. The marriage agreement is between two people but should never be used for the benefit of partners to misuse the current rules and laws relating to Taxation, Health benefits or the restructuring of will laws or any related item set forth by State or Federal Government. The false claims that Heterosexuals are fighting to block same sex marriage is ridiculous. It is not marriage that is the issue it is the blatant misuse of our freedoms. Marriage is and should always be recognized by Humans as a  religious ceremony without Government interpretation.",Marriage should be between a man and a woman,1
IT IS AGAINST GODS LAWS FOR TWO MEN OR TWO WOMEN TO GET MARRIED EVEN TO HAVE KIDS,It is discriminatory to refuse gay couples the right to marry,0
IT IS AGAINST GODS LAWS FOR TWO MEN OR TWO WOMEN TO GET MARRIED EVEN TO HAVE KIDS,Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,0
IT IS AGAINST GODS LAWS FOR TWO MEN OR TWO WOMEN TO GET MARRIED EVEN TO HAVE KIDS,"Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology",0
IT IS AGAINST GODS LAWS FOR TWO MEN OR TWO WOMEN TO GET MARRIED EVEN TO HAVE KIDS,Gay couples can declare their union without resort to marriage,0
IT IS AGAINST GODS LAWS FOR TWO MEN OR TWO WOMEN TO GET MARRIED EVEN TO HAVE KIDS,"Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",0
IT IS AGAINST GODS LAWS FOR TWO MEN OR TWO WOMEN TO GET MARRIED EVEN TO HAVE KIDS,Major world religions are against gay marriages,1
IT IS AGAINST GODS LAWS FOR TWO MEN OR TWO WOMEN TO GET MARRIED EVEN TO HAVE KIDS,Marriage should be between a man and a woman,1
"If anyone had asked me a few years back I would have been for gay and lesbian rights full tilt, jobs, housing, etc Before we even go there I am not anti-gay/lesbian. My siblings are both lesbian and gay. And I do think the worst of prejudice. I do have to confess though I am not for same sex marriage for several reasons. Number 1 being that they change partners too frequently, it makes a joke of til death do us part. Throw a child in there they are going to have no clue, can you see your 6 year old asking daddy why are you and daddy getting divorced? Not saying hetero sexuals don't break up or get divorced they do but to have it thrown into the mix that they have gay/lesbian parents. Just let's say kids can be very cruel and so can their parents. The third reason for me is I don't enjoy having it shoved down my throat. The more the gay/lesbian communities get the more they push. And go ahead and boo me I don't like that every time I turn around you can't have a conversation or read the paper or an article where gay/lesbian is not thrown in there every third word. Believe me when I say we all know  that you live an alternative lifestyle without you throwing it at us (me) every two minutes.",It is discriminatory to refuse gay couples the right to marry,0
"If anyone had asked me a few years back I would have been for gay and lesbian rights full tilt, jobs, housing, etc Before we even go there I am not anti-gay/lesbian. My siblings are both lesbian and gay. And I do think the worst of prejudice. I do have to confess though I am not for same sex marriage for several reasons. Number 1 being that they change partners too frequently, it makes a joke of til death do us part. Throw a child in there they are going to have no clue, can you see your 6 year old asking daddy why are you and daddy getting divorced? Not saying hetero sexuals don't break up or get divorced they do but to have it thrown into the mix that they have gay/lesbian parents. Just let's say kids can be very cruel and so can their parents. The third reason for me is I don't enjoy having it shoved down my throat. The more the gay/lesbian communities get the more they push. And go ahead and boo me I don't like that every time I turn around you can't have a conversation or read the paper or an article where gay/lesbian is not thrown in there every third word. Believe me when I say we all know  that you live an alternative lifestyle without you throwing it at us (me) every two minutes.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,0
"If anyone had asked me a few years back I would have been for gay and lesbian rights full tilt, jobs, housing, etc Before we even go there I am not anti-gay/lesbian. My siblings are both lesbian and gay. And I do think the worst of prejudice. I do have to confess though I am not for same sex marriage for several reasons. Number 1 being that they change partners too frequently, it makes a joke of til death do us part. Throw a child in there they are going to have no clue, can you see your 6 year old asking daddy why are you and daddy getting divorced? Not saying hetero sexuals don't break up or get divorced they do but to have it thrown into the mix that they have gay/lesbian parents. Just let's say kids can be very cruel and so can their parents. The third reason for me is I don't enjoy having it shoved down my throat. The more the gay/lesbian communities get the more they push. And go ahead and boo me I don't like that every time I turn around you can't have a conversation or read the paper or an article where gay/lesbian is not thrown in there every third word. Believe me when I say we all know  that you live an alternative lifestyle without you throwing it at us (me) every two minutes.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology",0
"If anyone had asked me a few years back I would have been for gay and lesbian rights full tilt, jobs, housing, etc Before we even go there I am not anti-gay/lesbian. My siblings are both lesbian and gay. And I do think the worst of prejudice. I do have to confess though I am not for same sex marriage for several reasons. Number 1 being that they change partners too frequently, it makes a joke of til death do us part. Throw a child in there they are going to have no clue, can you see your 6 year old asking daddy why are you and daddy getting divorced? Not saying hetero sexuals don't break up or get divorced they do but to have it thrown into the mix that they have gay/lesbian parents. Just let's say kids can be very cruel and so can their parents. The third reason for me is I don't enjoy having it shoved down my throat. The more the gay/lesbian communities get the more they push. And go ahead and boo me I don't like that every time I turn around you can't have a conversation or read the paper or an article where gay/lesbian is not thrown in there every third word. Believe me when I say we all know  that you live an alternative lifestyle without you throwing it at us (me) every two minutes.",Gay couples can declare their union without resort to marriage,0
"If anyone had asked me a few years back I would have been for gay and lesbian rights full tilt, jobs, housing, etc Before we even go there I am not anti-gay/lesbian. My siblings are both lesbian and gay. And I do think the worst of prejudice. I do have to confess though I am not for same sex marriage for several reasons. Number 1 being that they change partners too frequently, it makes a joke of til death do us part. Throw a child in there they are going to have no clue, can you see your 6 year old asking daddy why are you and daddy getting divorced? Not saying hetero sexuals don't break up or get divorced they do but to have it thrown into the mix that they have gay/lesbian parents. Just let's say kids can be very cruel and so can their parents. The third reason for me is I don't enjoy having it shoved down my throat. The more the gay/lesbian communities get the more they push. And go ahead and boo me I don't like that every time I turn around you can't have a conversation or read the paper or an article where gay/lesbian is not thrown in there every third word. Believe me when I say we all know  that you live an alternative lifestyle without you throwing it at us (me) every two minutes.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",1
"If anyone had asked me a few years back I would have been for gay and lesbian rights full tilt, jobs, housing, etc Before we even go there I am not anti-gay/lesbian. My siblings are both lesbian and gay. And I do think the worst of prejudice. I do have to confess though I am not for same sex marriage for several reasons. Number 1 being that they change partners too frequently, it makes a joke of til death do us part. Throw a child in there they are going to have no clue, can you see your 6 year old asking daddy why are you and daddy getting divorced? Not saying hetero sexuals don't break up or get divorced they do but to have it thrown into the mix that they have gay/lesbian parents. Just let's say kids can be very cruel and so can their parents. The third reason for me is I don't enjoy having it shoved down my throat. The more the gay/lesbian communities get the more they push. And go ahead and boo me I don't like that every time I turn around you can't have a conversation or read the paper or an article where gay/lesbian is not thrown in there every third word. Believe me when I say we all know  that you live an alternative lifestyle without you throwing it at us (me) every two minutes.",Major world religions are against gay marriages,0
"If anyone had asked me a few years back I would have been for gay and lesbian rights full tilt, jobs, housing, etc Before we even go there I am not anti-gay/lesbian. My siblings are both lesbian and gay. And I do think the worst of prejudice. I do have to confess though I am not for same sex marriage for several reasons. Number 1 being that they change partners too frequently, it makes a joke of til death do us part. Throw a child in there they are going to have no clue, can you see your 6 year old asking daddy why are you and daddy getting divorced? Not saying hetero sexuals don't break up or get divorced they do but to have it thrown into the mix that they have gay/lesbian parents. Just let's say kids can be very cruel and so can their parents. The third reason for me is I don't enjoy having it shoved down my throat. The more the gay/lesbian communities get the more they push. And go ahead and boo me I don't like that every time I turn around you can't have a conversation or read the paper or an article where gay/lesbian is not thrown in there every third word. Believe me when I say we all know  that you live an alternative lifestyle without you throwing it at us (me) every two minutes.",Marriage should be between a man and a woman,1
"If someone loves someone it shouldn't matter if they are gay or not, it is how they're lifestyle is, they love that person! People shouldn't judge someone for how they feel it shouldn't matter!!!",It is discriminatory to refuse gay couples the right to marry,1
"If someone loves someone it shouldn't matter if they are gay or not, it is how they're lifestyle is, they love that person! People shouldn't judge someone for how they feel it shouldn't matter!!!",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,0
"If someone loves someone it shouldn't matter if they are gay or not, it is how they're lifestyle is, they love that person! People shouldn't judge someone for how they feel it shouldn't matter!!!","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology",0
"If someone loves someone it shouldn't matter if they are gay or not, it is how they're lifestyle is, they love that person! People shouldn't judge someone for how they feel it shouldn't matter!!!",Gay couples can declare their union without resort to marriage,0
"If someone loves someone it shouldn't matter if they are gay or not, it is how they're lifestyle is, they love that person! People shouldn't judge someone for how they feel it shouldn't matter!!!","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",0
"If someone loves someone it shouldn't matter if they are gay or not, it is how they're lifestyle is, they love that person! People shouldn't judge someone for how they feel it shouldn't matter!!!",Major world religions are against gay marriages,0
"If someone loves someone it shouldn't matter if they are gay or not, it is how they're lifestyle is, they love that person! People shouldn't judge someone for how they feel it shouldn't matter!!!",Marriage should be between a man and a woman,0
"If that's the case, then Jesus should have been born of Mary and Sandy and not Mary and Joseph....It didn't work like that in the old days and it shouldn't now... If we are a people under God then why don't we abide by his laws...Marriage is to be between man and woman not man and man or woman and woman!.... So please get your head out of the clouds and bring them back down the earth, wake up to reality, is this how we want to educate our children today; people don't notice it but now everyone is calling right wrong and wrong right...it's confusing children and producing more sin in the world!!!!!!!",It is discriminatory to refuse gay couples the right to marry,0
"If that's the case, then Jesus should have been born of Mary and Sandy and not Mary and Joseph....It didn't work like that in the old days and it shouldn't now... If we are a people under God then why don't we abide by his laws...Marriage is to be between man and woman not man and man or woman and woman!.... So please get your head out of the clouds and bring them back down the earth, wake up to reality, is this how we want to educate our children today; people don't notice it but now everyone is calling right wrong and wrong right...it's confusing children and producing more sin in the world!!!!!!!",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,0
"If that's the case, then Jesus should have been born of Mary and Sandy and not Mary and Joseph....It didn't work like that in the old days and it shouldn't now... If we are a people under God then why don't we abide by his laws...Marriage is to be between man and woman not man and man or woman and woman!.... So please get your head out of the clouds and bring them back down the earth, wake up to reality, is this how we want to educate our children today; people don't notice it but now everyone is calling right wrong and wrong right...it's confusing children and producing more sin in the world!!!!!!!","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology",0
"If that's the case, then Jesus should have been born of Mary and Sandy and not Mary and Joseph....It didn't work like that in the old days and it shouldn't now... If we are a people under God then why don't we abide by his laws...Marriage is to be between man and woman not man and man or woman and woman!.... So please get your head out of the clouds and bring them back down the earth, wake up to reality, is this how we want to educate our children today; people don't notice it but now everyone is calling right wrong and wrong right...it's confusing children and producing more sin in the world!!!!!!!",Gay couples can declare their union without resort to marriage,0
"If that's the case, then Jesus should have been born of Mary and Sandy and not Mary and Joseph....It didn't work like that in the old days and it shouldn't now... If we are a people under God then why don't we abide by his laws...Marriage is to be between man and woman not man and man or woman and woman!.... So please get your head out of the clouds and bring them back down the earth, wake up to reality, is this how we want to educate our children today; people don't notice it but now everyone is calling right wrong and wrong right...it's confusing children and producing more sin in the world!!!!!!!","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",0
"If that's the case, then Jesus should have been born of Mary and Sandy and not Mary and Joseph....It didn't work like that in the old days and it shouldn't now... If we are a people under God then why don't we abide by his laws...Marriage is to be between man and woman not man and man or woman and woman!.... So please get your head out of the clouds and bring them back down the earth, wake up to reality, is this how we want to educate our children today; people don't notice it but now everyone is calling right wrong and wrong right...it's confusing children and producing more sin in the world!!!!!!!",Major world religions are against gay marriages,1
"If that's the case, then Jesus should have been born of Mary and Sandy and not Mary and Joseph....It didn't work like that in the old days and it shouldn't now... If we are a people under God then why don't we abide by his laws...Marriage is to be between man and woman not man and man or woman and woman!.... So please get your head out of the clouds and bring them back down the earth, wake up to reality, is this how we want to educate our children today; people don't notice it but now everyone is calling right wrong and wrong right...it's confusing children and producing more sin in the world!!!!!!!",Marriage should be between a man and a woman,1
If we address gay marriage on the basis of religion then yes it is considered wrong. but fact is no two people are going to have the same identical beliefs. some would say there is no  god and others say there is. I believe there is and he loved and accepted everyone regardless of one's sexual desire and so should we. Yes we do not have to promote gay marriage  neither support it but I strongly feel that if two people want to marry and are the same sex then it really isn't the same as two of opposite sex. Why? Simple reason marriage combines the forms of male and female not just for bearing children but it's a psychological thing.  A guy needs a girl to support him and understand him and listen to his problem; and a female needs a guy to support her and provide for her in ways she cannot provide for herself. Note that these are my views on the topic and I'm allowed to voice an opinion in a respectful way :D But I'm sure I'll have a few silly comments saying Why do you care? I don't if Jenna  Monique want to be together fine. That's their choice in the end we all have to answer to someone after we take our last breath. Also I'll add this just because you choose not to believe in something doesn't mean it's not true.,It is discriminatory to refuse gay couples the right to marry,0
If we address gay marriage on the basis of religion then yes it is considered wrong. but fact is no two people are going to have the same identical beliefs. some would say there is no  god and others say there is. I believe there is and he loved and accepted everyone regardless of one's sexual desire and so should we. Yes we do not have to promote gay marriage  neither support it but I strongly feel that if two people want to marry and are the same sex then it really isn't the same as two of opposite sex. Why? Simple reason marriage combines the forms of male and female not just for bearing children but it's a psychological thing.  A guy needs a girl to support him and understand him and listen to his problem; and a female needs a guy to support her and provide for her in ways she cannot provide for herself. Note that these are my views on the topic and I'm allowed to voice an opinion in a respectful way :D But I'm sure I'll have a few silly comments saying Why do you care? I don't if Jenna  Monique want to be together fine. That's their choice in the end we all have to answer to someone after we take our last breath. Also I'll add this just because you choose not to believe in something doesn't mean it's not true. ,Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,0
If we address gay marriage on the basis of religion then yes it is considered wrong. but fact is no two people are going to have the same identical beliefs. some would say there is no  god and others say there is. I believe there is and he loved and accepted everyone regardless of one's sexual desire and so should we. Yes we do not have to promote gay marriage  neither support it but I strongly feel that if two people want to marry and are the same sex then it really isn't the same as two of opposite sex. Why? Simple reason marriage combines the forms of male and female not just for bearing children but it's a psychological thing.  A guy needs a girl to support him and understand him and listen to his problem; and a female needs a guy to support her and provide for her in ways she cannot provide for herself. Note that these are my views on the topic and I'm allowed to voice an opinion in a respectful way :D But I'm sure I'll have a few silly comments saying Why do you care? I don't if Jenna  Monique want to be together fine. That's their choice in the end we all have to answer to someone after we take our last breath. Also I'll add this just because you choose not to believe in something doesn't mean it's not true.,"Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology",1
If we address gay marriage on the basis of religion then yes it is considered wrong. but fact is no two people are going to have the same identical beliefs. some would say there is no  god and others say there is. I believe there is and he loved and accepted everyone regardless of one's sexual desire and so should we. Yes we do not have to promote gay marriage  neither support it but I strongly feel that if two people want to marry and are the same sex then it really isn't the same as two of opposite sex. Why? Simple reason marriage combines the forms of male and female not just for bearing children but it's a psychological thing.  A guy needs a girl to support him and understand him and listen to his problem; and a female needs a guy to support her and provide for her in ways she cannot provide for herself. Note that these are my views on the topic and I'm allowed to voice an opinion in a respectful way :D But I'm sure I'll have a few silly comments saying Why do you care? I don't if Jenna  Monique want to be together fine. That's their choice in the end we all have to answer to someone after we take our last breath. Also I'll add this just because you choose not to believe in something doesn't mean it's not true.,Gay couples can declare their union without resort to marriage,0
If we address gay marriage on the basis of religion then yes it is considered wrong. but fact is no two people are going to have the same identical beliefs. some would say there is no  god and others say there is. I believe there is and he loved and accepted everyone regardless of one's sexual desire and so should we. Yes we do not have to promote gay marriage  neither support it but I strongly feel that if two people want to marry and are the same sex then it really isn't the same as two of opposite sex. Why? Simple reason marriage combines the forms of male and female not just for bearing children but it's a psychological thing.  A guy needs a girl to support him and understand him and listen to his problem; and a female needs a guy to support her and provide for her in ways she cannot provide for herself. Note that these are my views on the topic and I'm allowed to voice an opinion in a respectful way :D But I'm sure I'll have a few silly comments saying Why do you care? I don't if Jenna  Monique want to be together fine. That's their choice in the end we all have to answer to someone after we take our last breath. Also I'll add this just because you choose not to believe in something doesn't mean it's not true.,"Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",0
If we address gay marriage on the basis of religion then yes it is considered wrong. but fact is no two people are going to have the same identical beliefs. some would say there is no  god and others say there is. I believe there is and he loved and accepted everyone regardless of one's sexual desire and so should we. Yes we do not have to promote gay marriage  neither support it but I strongly feel that if two people want to marry and are the same sex then it really isn't the same as two of opposite sex. Why? Simple reason marriage combines the forms of male and female not just for bearing children but it's a psychological thing.  A guy needs a girl to support him and understand him and listen to his problem; and a female needs a guy to support her and provide for her in ways she cannot provide for herself. Note that these are my views on the topic and I'm allowed to voice an opinion in a respectful way :D But I'm sure I'll have a few silly comments saying Why do you care? I don't if Jenna  Monique want to be together fine. That's their choice in the end we all have to answer to someone after we take our last breath. Also I'll add this just because you choose not to believe in something doesn't mean it's not true.,Major world religions are against gay marriages,0
If we address gay marriage on the basis of religion then yes it is considered wrong. but fact is no two people are going to have the same identical beliefs. some would say there is no  god and others say there is. I believe there is and he loved and accepted everyone regardless of one's sexual desire and so should we. Yes we do not have to promote gay marriage  neither support it but I strongly feel that if two people want to marry and are the same sex then it really isn't the same as two of opposite sex. Why? Simple reason marriage combines the forms of male and female not just for bearing children but it's a psychological thing.  A guy needs a girl to support him and understand him and listen to his problem; and a female needs a guy to support her and provide for her in ways she cannot provide for herself. Note that these are my views on the topic and I'm allowed to voice an opinion in a respectful way :D But I'm sure I'll have a few silly comments saying Why do you care? I don't if Jenna  Monique want to be together fine. That's their choice in the end we all have to answer to someone after we take our last breath. Also I'll add this just because you choose not to believe in something doesn't mean it's not true.,Marriage should be between a man and a woman,1
"If your mom or dad wasnt straight you would'nt exist, why the heck would any gay or lesbian rally up against straight marriage in the first place? Thats dumb you people would'nt exist if people wernt straight. All that gays and lesbians do when adopting kids is raising them thinking its okay to be gay or lesbian.",It is discriminatory to refuse gay couples the right to marry,0
"If your mom or dad wasnt straight you would'nt exist, why the heck would any gay or lesbian rally up against straight marriage in the first place? Thats dumb you people wernt exist if people wernt straight. All that gays and lesbians do when adopting kids is raising them thinking its okay to be gay or lesbian.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,0
"If your mom or dad wasnt straight you would'nt exist, why the heck would any gay or lesbian rally up against straight marriage in the first place? Thats dumb you people wernt exist if people wernt straight. All that gays and lesbians do when adopting kids is raising them thinking its okay to be gay or lesbian.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology",0
"If your mom or dad wasn't straight you wouldn't exist, why the heck would any gay or lesbian rally up against straight marriage in the first place? Thats dumb you people wouldn't exist if people weren't straight. All that gays and lesbians do when adopting kids is raising them thinking its okay to be gay or lesbian.",Gay couples can declare their union without resort to marriage,0
"If your mom or dad wasnt straight you would'nt exist, why the heck would any gay or lesbian rally up against straight marriage in the first place? Thats dumb you people wernt exist if people wernt straight. All that gays and lesbians do when adopting kids is raising them thinking its okay to be gay or lesbian.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",0
"If your mom or dad wasnt straight you would'nt exist, why the heck would any gay or lesbian rally up against straight marriage in the first place? Thats dumb you people would'nt exist if people wernt straight. All that gays and lesbians do when adopting kids is raising them thinking its okay to be gay or lesbian.",Major world religions are against gay marriages,0
"If your mom or dad wasnt straight you would'nt exist, why the heck would any gay or lesbian rally up against straight marriage in the first place? Thats dumb you people werent exist if people wernt straight. All that gays and lesbians do when adopting kids is raising them thinking its okay to be gay or lesbian.",Marriage should be between a man and a woman,0
Im against same sex marriages.  It is the way I was raised and that I have grown up believing is correct.  They cannot reproduce and I feel they or it encourages more wrong in our society.,It is discriminatory to refuse gay couples the right to marry,0
Im against same sex marriages.  It is the way I was raised and that I have grown up believing is correct.  They cannot reproduce and I feel they or it encourages more wrong in our society.,Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,0
Im against same sex marriages.  It is the way I was raised and that I have grown up believing is correct.  They cannot reproduce and I feel they or it encourages more wrong in our society.,"Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology",0
Im against same sex marriages.  It is the way I was raised and that I have grown up believing is correct.  They cannot reproduce and I feel they or it encourages more wrong in our society.,Gay couples can declare their union without resort to marriage,0
Im against same sex marriages.  It is the way I was raised and that I have grown up believing is correct.  They cannot reproduce and I feel they or it encourages more wrong in our society.,"Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",0
Im against same sex marriages.  It is the way I was raised and that I have grown up believing is correct.  They cannot reproduce and I feel they or it encourages more wrong in our society.,Major world religions are against gay marriages,0
Im against same sex marriages.  It is the way I was raised and that I have grown up believing is correct.  They cannot reproduce and I feel they or it encourages more wrong in our society.,Marriage should be between a man and a woman,1
"Immorality should never has A SAY,should never be accepted as something normal  .Marriage is between a man and a woman not between 2 men or 2 women .is against our nature ,against our God.",It is discriminatory to refuse gay couples the right to marry,0
"Immorality should never has A SAY,should never be accepted as something normal  .Marriage is between a man and a woman not between 2 men or 2 women .is against our nature ,against our God.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,0
"Immorality should never has A SAY,should never be accepted as something normal  .Marriage is between a man and a woman not between 2 men or 2 women .is against our nature ,against our God.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology",0
"Immorality should never has A SAY,should never be accepted as something normal  .Marriage is between a man and a woman not between 2 men or 2 women .is against our nature ,against our God.",Gay couples can declare their union without resort to marriage,0
"Immorality should never has A SAY,should never be accepted as something normal  .Marriage is between a man and a woman not between 2 men or 2 women .is against our nature ,against our God.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",0
"Immorality should never has A SAY,should never be accepted as something normal  .Marriage is between a man and a woman not between 2 men or 2 women .is against our nature ,against our God.",Major world religions are against gay marriages,1
"Immorality should never has A SAY,should never be accepted as something normal  .Marriage is between a man and a woman not between 2 men or 2 women .is against our nature ,against our God.",Marriage should be between a man and a woman,1
"In light of our recent celebration of Mother's Day, think about all of the children who can't say Happy Mother's Day, either because of the lack of a mom, or even more pressing, the lack of child. It is not illogical that man + man = no offspring. I agree with a large consensus of people, everyone deserves the right to love who they want; but when did men start loving men? It is a distortion of what real love is. God made a woman for a man. It was never, and I say this with utmost sincerity, Adam and Steve. And maybe you are an evolutionist or a big bang theorist (not sure of the technical name), but that still doesn't subtract from the age-old truth that, no matter how we got here, it has always been a man and a woman in holy matrimony until more recent centuries where people have slowly started distorting this reality in favor of something contemporary and new, like gay marriage.",It is discriminatory to refuse gay couples the right to marry,0
